,0 s,1 s,2 s,3 s,4 s,5 s,6 s,7 s,8 s,9 s,10 s,11 s,12 s,13 s,14 s,15 s,16 s,17 s,18 s,19 s,20 s,21 s,22 s,23 s,24 s,25 s,26 s,27 s,28 s,29 s,30 s,31 s,32 s,33 s,34 s,35 s,36 s,37 s,38 s,39 s,40 s,41 s,42 s,43 s,44 s,45 s,46 s,47 s,48 s,49 s,50 s,51 s,52 s,53 s,54 s,55 s,56 s,57 s,58 s,59 s,60 s,61 s,62 s,63 s,64 s,65 s,66 s,67 s,68 s,69 s,70 s,71 s,72 s,73 s,74 s,75 s,76 s,77 s,78 s,79 s,80 s,81 s,82 s,83 s,84 s,85 s,86 s,87 s,88 s,89 s,90 s,91 s,92 s,93 s,94 s,95 s,96 s,97 s,98 s,99 s,100 s,101 s,102 s,103 s,104 s,105 s,106 s,107 s,108 s,109 s,110 s,111 s,112 s,113 s,114 s,115 s,116 s,117 s,118 s,119 s,120 s,121 s,122 s,123 s,124 s,125 s,126 s,127 s,128 s,129 s,130 s,131 s,132 s,133 s,134 s,135 s,136 s,137 s,138 s,139 s,140 s,141 s,142 s,143 s,144 s,145 s,146 s,147 s,148 s,149 s,150 s
第159节龙身y (m),10.87442573854047,10.614684039871126,10.269331773843332,9.841104272941426,9.333414299310245,8.75032765060842,8.096530342278582,7.377294890416269,6.598438808386937,5.766276434558082,4.88757522627606,3.969494618781788,3.0195338050210125,2.045469460814015,1.0552933311012376,0.05714714385724581,-0.9407446378652372,-1.9301422938064174,-2.9028560293403234,-3.850820772480433,-4.766154802914609,-5.641234487716817,-6.468751056236723,-7.241777078069405,-7.953825700188504,-8.598904080719684,-9.171567140056945,-9.666964380694132,-10.080883483174414,-10.409786349036096,-10.650844126518008,-10.801960959085159,-10.861795933565839,-10.82977656751839,-10.706106780345987,-10.491767836387119,-10.188513310095825,-9.798855947516623,-9.326050396664247,-8.774067874766997,-8.147564123082814,-7.45184264597699,-6.692813005887774,-5.876938139710363,-5.011188363579793,-4.102974862649451,-3.1600924813988827,-2.190654052238091,-1.2030202731727875,-0.20572587262526854,0.7925892567060051,1.7832572166516036,2.7576572572397575,3.7072904792420256,4.623855028645069,5.499318230897187,6.325989859251835,7.096588448166133,7.804309211091187,8.442883508612981,9.006637193303433,9.490542971396271,9.890267160748472,10.202210384050865,10.423542451539499,10.552230474848594,10.587060196080882,10.527649568813962,10.374455805669168,10.128774177120551,9.79272981519264,9.369262322602744,8.862101902614743,8.275739436715627,7.615389059068399,6.8869429412288605,6.096922901692441,5.252422312309007,4.361043930284968,3.430833943639817,2.4702109306469255,1.4878887522087219,0.49280145734583386,-0.5059808555459339,-1.4993329576132455,-2.4781551338147167,-3.4334621039904665,-4.356460348246164,-5.238635364892733,-6.071825617472397,-6.84830359301752,-7.560847192508446,-8.202807732731438,-8.768177259393207,-9.25164223363236,-9.648639823981952,-9.95540086795906,-10.168990176376083,-10.287335870227258,-10.309253083652704,-10.23445842710216,-10.063576486965014,-9.798137470877977,-9.440566872807425,-8.994165583139365,-8.463082794828772,-7.8522802611887395,-7.167488119645743,-6.415154144230978,-5.602384813806358,-4.736880441849855,-3.8268646465963245,-2.881006800592958,-1.90834175848936,-0.9181836937200081,0.07996106734107497,1.0764851987330097,2.0617744810189245,3.0262964531777596,3.9606987900495167,4.855894950286788,5.703157900708274,6.494203939781532,7.221277104138664,7.877225080808954,8.45557482897266,8.950594870440602,9.35735770047844,9.671791066081138,9.890720830876178,10.011906986571457,10.034069363954865,9.956904576622971,9.781093324675297,9.508297505523858,9.14114845771233,8.68322458007125,8.13901958401493,7.513902051216487,6.814064934192847,6.046467174406507,5.2187674906218415,4.33924853372536,3.4167399266859135,2.460526591825925,1.4802601952105425,0.48586157261839324,-0.5125787826870815,-1.5049019233752823,-2.4809852359142113,-3.430845102023149
第160节龙身x (m),0.6867959515751175,1.6793455224835305,2.6576474113171598,3.6137919999738894,4.540032107233262,5.428844981637797,6.27299763089985,7.065602879066768,7.800178049910868,8.470701291381749,9.071657026049305,9.598088993844318,10.045638589374184,10.410584165287284,10.689873688949097,10.88115212727717,10.982783512503682,10.993866770336137,10.914245957167036,10.744513931009985,10.486010909090087,10.140814548195273,9.711727325942418,9.202254811920309,8.616578334710733,7.959524230759206,7.236524606588069,6.4535748584121,5.617184277106016,4.7343271264436915,3.812379195341149,2.8590640631843223,1.8823849390356415,0.8905595539390222,-0.10804669661628664,-1.1049945622555963,-2.0918383606704283,-3.060202106550586,-4.001845885239922,-4.908738922707293,-5.773129721914929,-6.5876119827275925,-7.345188033136329,-8.039334456283406,-8.66405295975198,-9.213931047864357,-9.684186344222422,-10.07071065140975,-10.37010879150961,-10.579730982374313,-10.697697137476002,-10.722917027922865,-10.655102471402657,-10.49477288816871,-10.243253768918043,-9.902668435175348,-9.475922047739731,-8.966679938965216,-8.379337311558002,-7.7189847581757265,-6.9913655062279085,-6.202827550211085,-5.360269511084799,-4.471082771755631,-3.54308777979673,-2.5844668691110213,-1.6036911479638505,-0.6094497745991091,0.3894286444980978,1.3840549019854465,2.36555628719362,3.3251559886238233,4.254253557270916,5.144501427387644,5.987880817959378,6.776776601766807,7.504044672911248,8.16308033452895,8.747879967564364,9.253096692462087,9.674091730228247,10.006980040535078,10.248667365726085,10.396882779206512,10.450201813512727,10.408062951946222,10.270776359563072,10.039524750838059,9.71635506476479,9.304164576468494,8.80667632888502,8.22840859284531,7.5746373955619735,6.851347457909077,6.0651845715433295,5.223391885154745,4.333749060569595,3.4044977837519395,2.444270581557502,1.4620101316501475,0.4668853765301168,-0.5317892679297547,-1.5246451617390666,-2.502344415500838,-3.4556699605355696,-4.375611463783539,-5.253451517954302,-6.080850036482655,-6.849924061640585,-7.553325101909636,-8.184311050982151,-8.736812382955975,-9.205493811988092,-9.585807513754089,-9.874040467209323,-10.067353047060138,-10.163810238708956,-10.162404138811956,-10.063067362000261,-9.866677486478455,-9.575053087805845,-9.19093939141999,-8.717986180704385,-8.160715452449178,-7.524482284499023,-6.815423634055152,-6.040405343472957,-5.206955580052159,-4.323193385637186,-3.3977537985025035,-2.4397029037808036,-1.4584523039469321,-0.4636648056987188,0.5348353297665188,1.527164580044625,2.503473213071499,3.45404601703182,4.369398977591039,5.240374310439331,6.058233870843433,6.8147485630455344,7.502282165956276,8.113872406419945,8.643300964837271,9.085162738061422,9.434921587187397,9.688961074820865,9.844624781965756,9.90024761060371,9.855177175671116,9.709784681551227
第160节龙身y (m),11.110889896554642,10.996744828382749,10.794005007418034,10.504245678393252,10.129748994812601,9.673488784264773,9.139107231258365,8.5308893894137,7.85373021468173,7.113094527265189,6.314979950160365,5.465863135582537,4.572653174185302,3.642634901144068,2.6834106211044757,1.7028391714427626,0.7089713751415635,-0.29001561807727344,-1.2858821781224994,-2.270400970622259,-3.2354162636411563,-4.17292064387927,-5.075114031329927,-5.934473918249396,-6.743819147708893,-7.496368318796467,-8.185799964674818,-8.80630609013576,-9.352643608060776,-9.820177965051759,-10.204928256435787,-10.503599205914922,-10.713613709564665,-10.833136387418861,-10.861091810158124,-10.797176757250993,-10.641865499332694,-10.3964081559258,-10.062823653299352,-9.64388531671015,-9.143099416791886,-8.56467830242648,-7.91350818484197,-7.195106234044418,-6.415582004242698,-5.58157998669885,-4.700228726619029,-3.7790815631133223,-2.826052026694365,-1.8493444946579198,-0.8573887718678778,0.14123493404255863,1.1378690950976806,2.123853846551427,3.090602567427463,4.029676079730591,4.932858472845508,5.792227788691346,6.600228714336011,7.34973800114355,8.034129998176246,8.647336557104904,9.183902934498771,9.639037550572834,10.008657217022956,10.289425940771471,10.478787870028793,10.574992076722635,10.577112005100112,10.485056612870771,10.299574322482165,10.022249930998406,9.655493334775699,9.202521358975124,8.667332213919527,8.054671555507925,7.3699945542725525,6.619418214661061,5.809668367750137,4.9480223386632884,4.042245208847081,3.1005196039897376,2.131375971583071,1.143612862154053,0.1462191741273567,-0.8517044297597598,-1.8410337325405632,-2.812698561016948,-3.757772391264508,-4.667548609610516,-5.533626349834944,-6.347987179588989,-7.103069691002413,-7.791845140341989,-8.407879134494843,-8.945398592508013,-9.399344765086607,-9.765425876907877,-10.040158093137288,-10.220902399195948,-10.305892700068386,-10.294255392449243,-10.18602176269205,-9.982131222493475,-9.684425963348813,-9.295637467771417,-8.819364490330726,-8.260042231789859,-7.622904166115276,-6.913935274499158,-6.139818231748022,-5.307873370870103,-4.4259902634791155,-3.502555787615094,-2.5463748584096795,-1.5665889025550406,-0.5725893508062574,0.42607382328287746,1.4197790887472113,2.3989318553343604,3.354051163207597,4.275866801813591,5.1554073155666025,5.984090203522738,6.753805164224307,7.456998376773506,8.08674437236069,8.63681960848031,9.101766159092092,9.476947145940995,9.758597157905195,9.943862291016535,10.030832852885359,10.01856563407845,9.907097898801291,9.69745108176548,9.391624877742235,8.992581460983937,8.50422035317877,7.931343393928515,7.279610398467178,6.555486917964753,5.766180947956996,4.9195771580647465,4.0241561562321175,3.088914721974151,2.12327543035252,1.1369938008777354,0.14006090496399715,-0.8573980979424589,-1.8452262514348767
第161节龙身x (m),-0.9631869229837845,0.03533155920533261,1.0328575484358578,2.0213542130804742,2.992840616884167,3.939455103617449,4.853522809490026,5.727614766257189,6.554610523986083,7.327759352885678,8.040730543432467,8.687673728856117,9.263263135014743,9.762745115156328,10.181978502804458,10.517470841978565,10.76640968412095,10.926687782775591,10.996922744720331,10.976471746748086,10.865438936611445,10.664677116495026,10.375784060390645,10.001091654816328,9.543648607064377,9.00719866074789,8.396151286648314,7.71554764860704,6.97101988082492,6.1687493910416284,5.315411204039202,4.418125991384245,3.4843976466964506,2.522053189415097,1.5391793993203746,0.5440521464346971,-0.45492911154546606,-1.4493165496869378,-2.4306799770479977,-3.3906815236633707,-4.321147182084071,-5.214136075527284,-6.06200780331539,-6.85749316445583,-7.593750206910396,-8.264432552596173,-8.863740764099237,-9.38647464529211,-9.828081150150645,-10.184696855214607,-10.453181834219091,-10.631150758708989,-10.71699618096988,-10.709905305248718,-10.609870068518699,-10.417690350085342,-10.134969827765458,-9.764105513558093,-9.308269014684788,-8.77138278753141,-8.158087933391903,-7.473706597451951,-6.724197068377267,-5.9161047468489345,-5.05650629832279,-4.152949850800986,-3.2133878117693406,-2.246111641045562,-1.259677241271107,-0.26282922734598996,0.7355740353028909,1.7266390661038225,2.7015182815918974,3.6514875697463602,4.568025201958647,5.442890551045784,6.26819615188273,7.03648231540173,7.740785957365718,8.374704121060383,8.932454599428892,9.408931429989558,9.799752282484736,10.101302914016568,10.310771934226889,10.426179302187705,10.446398750431406,10.371170715184757,10.201108205116771,9.937695149627473,9.583275633076536,9.141036062979529,8.614979915399674,8.009891674795785,7.331299473168106,6.585423303946789,5.779123554696451,4.91983602122053,4.015508688360974,3.074528101972159,2.1056417069527407,1.1178812977503083,0.12047564275433215,-0.8772325943557828,-1.8658761506079016,-2.8361494070294446,-3.77889680897495,-4.6852005576351585,-5.546464859633701,-6.354499421710892,-7.1015987146115265,-7.7806163668228425,-8.385036603392228,-8.909038164450218,-9.34755328311279,-9.696318628775053,-9.951919852079312,-10.11182829619696,-10.174428100290404,-10.139036386498622,-10.005913300363499,-9.776263553368377,-9.452228849131549,-9.036870808491127,-8.534145805542163,-7.948868484389773,-7.286671337604486,-6.553951230833361,-5.7578096298409385,-4.905988129189012,-4.006793270170697,-3.0690191995990346,-2.101860390836355,-1.114827133927028,-0.11764769903933575,0.8798222942961706,1.8676997187742768,2.8361714446529174,3.775591461953781,4.676578167823753,5.530109568970159,6.327613798970645,7.061058970202265,7.723032831847423,8.306823612285374,8.80648800454749,9.216915677289368,9.533884063954579,9.75410506741965,9.87526278070716,9.896040981172433
第161节龙身y (m),11.10337588305855,11.137166261303175,11.081333942876604,10.936266282457344,10.703071279150489,10.383571662799724,9.980291622256585,9.49643994076418,8.935886177667562,8.30312967265248,7.603269760340843,6.841960497409753,6.025370885845133,5.160134336508478,4.253296728066159,3.3122601916776215,2.344722715527981,1.358616245705218,0.3620451551650984,-0.6367867108890647,-1.629634750139151,-2.608290305010336,-3.564641007925301,-4.490742777786615,-5.378886616392604,-6.221661168293835,-7.012017175028416,-7.743326941455642,-8.40944208062521,-9.004743892661368,-9.524197235957148,-9.96338999199198,-10.318575435470414,-10.58670499324283,-10.765456384703254,-10.853256726532274,-10.849297873194296,-10.753546262231106,-10.566746037742044,-10.290415814059932,-9.926838276766075,-9.479043668701092,-8.950787600122727,-8.346518936802196,-7.671349489312578,-6.931006748575996,-6.131790503565433,-5.280521234648285,-4.3844826393793594,-3.451358256314886,-2.48917067087086,-1.5062112748824585,-0.5109696639818936,0.48793881731447675,1.4818476173471986,2.462113496154035,3.420193274548088,4.347716631863406,5.236562397511666,6.078927844964131,6.867400056368373,7.595021729713703,8.255354794939338,8.84253797158016,9.351341181375872,9.77721385163822,10.116328766014494,10.365617096666144,10.522799797607087,10.586410660814407,10.555812085695479,10.431204350151518,10.213626922571665,9.904952516093932,9.507873690915904,9.025881112283056,8.463236736983442,7.82493757220874,7.116673170636073,6.344778057534794,5.516176816478447,4.638322526329728,3.719133923478331,2.7669220153416196,1.790317475814607,0.7981961102180707,-0.20040677277909627,-1.19637217384852,-2.1805868258824237,-3.144020119264285,-4.077812656424335,-4.973355884978001,-5.822371689894294,-6.61699394370744,-7.349837056169232,-8.014071402313954,-8.603485115314065,-9.11254761209579,-9.536460895716692,-9.871208646418726,-10.113596961801042,-10.261286469428805,-10.312818869109856,-10.267633611466662,-10.126076904829857,-9.889402147231701,-9.559761971475673,-9.140191368335344,-8.634582984436149,-8.047653500426941,-7.384902178766031,-6.652562587818484,-5.857545348093492,-5.007375804185038,-4.110123954529422,-3.174330632340423,-2.2089274908246126,-1.2231508813781604,-0.2264586666464968,0.7715657103189436,1.7612990126663008,2.733175738765725,3.6777782451896486,4.585930024215349,5.448784238739392,6.257914262161973,7.0053928941651655,7.683875369357048,8.286673345674576,8.807821393835445,9.24214023497391,9.585289863248207,9.833816982648091,9.98519143443347,10.037836486120037,9.991147619925677,9.845503159944956,9.602264515762508,9.263767048476316,8.833301022628119,8.315082615205492,7.714216474114565,7.036646979329513,6.289105004885208,5.479040398758285,4.614552696099006,3.704310904657616,2.7574691018045443,1.7835761583368162,0.7924796694212403,-0.20577247996690912
第162节龙身x (m),-2.593977049144692,-1.611386227208962,-0.6165572296058973,0.38252259609800865,1.3778151552278146,2.361294344842563,3.325014940536226,4.261172915967682,5.162170853252763,6.020682528812932,6.829707013297354,7.582634510313176,8.273296069540644,8.896017646144255,9.445667520681777,9.917700392167362,10.308196991606623,10.61389816007312,10.832233277348424,10.96134559124521,11.000108215979559,10.94813721093417,10.80579694070809,10.574200085965746,10.25520062447344,9.851381700759495,9.366036412800442,8.803143248473807,8.167334540402278,7.463863138396779,6.698555524863493,5.8777707993960036,5.008345244022616,4.0975385439470555,3.152975304442845,2.182579265558864,1.1945110197361004,0.1970954670715859,-0.801242348635502,-1.7920515909991712,-2.7669273151633114,-3.7175811473621194,-4.635910750572344,-5.514074618424191,-6.3445513194386525,-7.120214136925245,-7.8343880203590315,-8.480908980774268,-9.054179748012066,-9.549221298584383,-9.96171533697609,-10.288045564504559,-10.525331312681097,-10.671455057265971,-10.725083717493055,-10.68568314440098,-10.55352577282115,-10.329691434828355,-10.016060596420784,-9.615301641196428,-9.130850056605782,-8.566881687535831,-7.92827811971668,-7.22058759512525,-6.4499782474502565,-5.6231867549101056,-4.747459185586184,-3.830492149163185,-2.8803643302639146,-1.9054656650665551,-0.9144259292438743,0.08396087411167996,1.0808161236076763,2.0672536034427837,3.0344593700882587,3.9737720601660054,4.876758202473559,5.735291047955103,6.541624797005204,7.288464349781827,7.969033548981515,8.577139137465677,9.107227075069433,9.55443783769021,9.914651726935638,10.184528514118663,10.361542904255405,10.444009004134571,10.431100142876312,10.322859234207181,10.120202085705039,9.82491240642163,9.439629386629793,8.96782521434463,8.413779017600733,7.782537974407416,7.079876418851484,6.3122420282983684,5.48670184551979,4.6108777625263215,3.6928765220484974,2.7412199154841335,1.764762822462175,0.7726145125627174,-0.22594761343581493,-1.2215627429993656,-2.204874670910174,-3.166620577687325,-4.097717604650643,-4.989350292721912,-5.833054981135987,-6.6208002742673395,-7.345066794613388,-7.998919297861545,-8.576076242852332,-9.070971223554961,-9.47880974265849,-9.795618873652108,-10.018287262112551,-10.144600293056584,-10.173263723223041,-10.103920831499336,-9.937159498778447,-9.67451043280225,-9.31843673585496,-8.872312715074333,-8.34039696565232,-7.727793340462462,-7.0404041452614115,-6.284877790799835,-5.468545141540198,-4.599352288806612,-3.685782654425406,-2.736779922125159,-1.761656993846189,-0.7700101739853936,0.22837693590599195,1.2236293858824434,2.2058772082220224,3.1653541231306614,4.092495700745495,4.978034178481199,5.81309455980911,6.589281369126083,7.29876911169376,7.934380217495845,8.489661433760466,8.95895147271162,9.337441592909215,9.621228383219671,9.807356909088702
第162节龙身y (m),10.85233106743527,11.033144471158169,11.125274650598064,11.127919486046107,11.040995339621288,10.865140556018767,10.601712306660554,10.252778739066537,9.821104692582646,9.310130297243095,8.7239489890963,8.067272008243084,7.345395581165926,6.5641583498384914,5.729896247136269,4.849392376197904,3.929822420355755,2.978697300157449,2.003805605788453,1.0131439500777841,0.014860339551171328,-0.9828210405126446,-1.9716598392879945,-2.9434720265627257,-3.890198008917508,-4.803967611074677,-5.677167815448772,-6.502506299843108,-7.2730745061659094,-7.982403212556348,-8.624524096914437,-9.194015499081482,-9.686053759987011,-10.096454166133036,-10.421708375362863,-10.659017628108487,-10.806317754075874,-10.862300151780389,-10.826424784652039,-10.698928276420435,-10.480824448736815,-10.173898537352045,-9.780695596166264,-9.304499445581591,-8.749311522692338,-8.11981461544573,-7.421338063504829,-6.65981480517161,-5.841732295914999,-4.9740764842667415,-4.064277240270081,-3.1201440017546487,-2.1497998937748313,-1.1616131038446305,-0.1641249993398792,0.8340226515981503,1.8241635298421566,2.7976802990435483,3.7460822400419813,4.661076995275602,5.5346458411644885,6.359113857074867,7.127219724521934,7.832179409948327,8.467748535306649,9.028278968443937,9.50877215511848,9.904923690661182,10.213165631601766,10.430700814754088,10.555529954231165,10.586472836531843,10.523182160281857,10.366149677878434,10.11670519130984,9.77700745082094,9.35002891046651,8.83953169346638,8.250036503210604,7.586785790557575,6.8556990955643435,6.063321295425777,5.216768329883031,4.323661750662924,3.3920630104095824,2.4304047137889904,1.4474097853495276,0.45201934897149115,-0.546694601477267,-1.5396047406963196,-2.5176171787603927,-3.471752344538378,-4.393227472216673,-5.273541925320051,-6.104550749726295,-6.878546662356746,-7.588328969056143,-8.22727615781871,-8.789406221365473,-9.269436464097446,-9.662835861682881,-9.965868545444485,-10.175633836144502,-10.290095659798006,-10.308105564623368,-10.229416826694433,-10.054690651024538,-9.785493522822192,-9.424286367728183,-8.9744047868642,-8.440030949800306,-7.826158229183419,-7.138546035079469,-6.3836692745972465,-5.568658542692845,-4.701236207202371,-3.7896446634752707,-2.842567919725239,-1.8690541650162276,-0.8784249281347998,0.11980769739910399,1.1160360753942438,2.10064720223447,3.0641166989172204,3.9970997857145862,4.890525973231869,5.735683384102507,6.524308752422905,7.248669813078212,7.901640756101057,8.476776584351526,8.968377694096132,9.371550546651802,9.682257154091989,9.897360653451718,10.014658450159965,10.032908887977472,9.951847368089398,9.772193189112421,9.495646755986408,9.124876654771723,8.663497720888921,8.116037920869696,7.487899230650547,6.785304576994482,6.015241077491192,5.185392009225293,4.3040629579296885,3.380101018858034,2.422806803221284,1.441842516969358
第163节龙身x (m),-4.169912792189332,-3.2247216771407303,-2.2543753358988,-1.2666373208786617,-0.2694267278669217,0.7292427192987838,1.7213314251698042,2.6988339124887233,3.6538457766205052,4.578630109359507,5.4656741427586635,6.307759329827881,7.098014919760101,7.829977641669582,8.497644943435958,9.095525937119685,9.618688329270825,10.062800476476069,10.42416795901308,10.69976883094561,10.887277686493027,10.985089826599774,10.992335368840445,10.908890076601665,10.735378578061479,10.47317215359239,10.124379836702799,9.691833829351413,9.179067814817994,8.590292537968708,7.930358789562531,7.204723905301506,6.419405031936836,5.580932234514037,4.696296619665108,3.772890586368251,2.818450393313194,1.84098780284418,0.8487289431631642,-0.1499573755740549,-1.1466305351095496,-2.132847990839812,-3.1002357802997116,-4.040565044036042,-4.945813383727536,-5.8082441625771155,-6.620467337227285,-7.375504562239134,-8.066851453627859,-8.688536576114046,-9.23517165179653,-9.702001768127092,-10.084948554051223,-10.380647717777334,-10.586480773911905,-10.700600510938616,-10.721950019651592,-10.65027470657815,-10.486127487760442,-10.230867281374806,-9.886649991612934,-9.45641301402558,-8.9438517997384,-8.353391340400368,-7.690149563810913,-6.959895668370104,-6.169000174964472,-5.324383855898004,-4.433456914047559,-3.504054872239904,-2.5443722347628737,-1.5628916596980569,-0.5683078476437289,0.43054732160513975,1.4247833791967282,2.4055316043960824,3.364021315768187,4.291661252667641,5.1801170975683215,6.021385894628125,6.807869934243154,7.532447831125929,8.188537911274988,8.770163191762048,9.27200577274389,9.68945665553493,10.018663146616547,10.256564183010797,10.40092342843958,10.450351217247766,10.404321743851932,10.263180792744258,10.028146474945354,9.701300502895007,9.285574119240557,8.784722902485148,8.2032971668846,7.546600833642071,6.820647765313142,6.032107695193297,5.1882460507306565,4.296862020599543,3.3662143940367955,2.4049491766003817,1.4220181191080576,0.42659829877822525,-0.5719939180125907,-1.5643899897475624,-2.5412561524077573,-3.493382293640071,-4.411769451547052,-5.287714198315396,-6.112894259794628,-6.879447441407936,-7.580049307673076,-8.207983692090975,-8.75720994210173,-9.222424257841705,-9.599111213783521,-9.883592862600098,-10.073065221716481,-10.165630320443775,-10.160317636320547,-10.057097429995737,-9.85688516248277,-9.56153587163852,-9.173831443756209,-8.697456737901275,-8.136967000849825,-7.497748558909124,-6.785968616138334,-6.008519546256111,-5.172952387624153,-4.287409077077558,-3.360540901271009,-2.401429199334261,-1.4194958873011856,-0.42441157149274544,0.5739975340742773,1.5658470551403456,2.541292730619857,3.4906271456256044,4.404379174159735,5.2734055929297226,6.088988397299716,6.842920644784648,7.527592291399397,8.136068891067815,8.662164072686242,9.100505748514061,9.446593664184745
第163节龙身y (m),10.3635300317688,10.687241638997671,10.925144956663322,11.075272795585537,11.13635866251488,11.107849388611559,10.989912163798424,10.783435696768368,10.490025744774412,10.111993608572487,9.652342438247876,9.114741954850068,8.503503604968463,7.823546546445165,7.080360325513029,6.279961926592487,5.428848041144446,4.533943698515755,3.602549729740789,2.6422779341589875,1.6609980238366597,0.6667651269525164,-0.33223818031730445,-1.3277732240407085,-2.3116134992100066,-3.2756100873046656,-4.211761623970315,-5.112280039778614,-5.969657582176757,-6.776726335734823,-7.526725955152384,-8.213354766662238,-8.830828469649376,-9.373928607319192,-9.838048103065274,-10.219233814109609,-10.514220457752067,-10.720462210135915,-10.836155101064913,-10.860256149710292,-10.792494725003271,-10.63337749593687,-10.384187490116805,-10.046974681191656,-9.624544209575552,-9.120431820908957,-8.538878442445762,-7.884796874865112,-7.163731854903842,-6.381812924296105,-5.545707048449758,-4.662561784824815,-3.7399455193802846,-2.7857839854755535,-1.8082932331727486,-0.8159099256223702,0.1827820292264415,1.179123391390067,2.1644574039061784,3.1302017552996086,4.067926211483137,4.969425380138908,5.826792870571982,6.632489600724619,7.379412607408784,8.060958331558615,8.67108415481379,9.204361323875965,9.656027056717628,10.022029066939606,10.299063357692825,10.48460659084473,10.576941999564948,10.575177334438562,10.479256195513358,10.289961502215917,10.008912187087468,9.638551732180296,9.182129188375017,8.643673747707936,8.027961506671849,7.340474387553885,6.587355902950569,5.7753550096013955,4.911768959300867,4.004381766454365,3.0613903942182614,2.0913376455929638,1.1030294165985646,0.10546239763485962,-0.8922630672822355,-1.881022710404761,-2.851751675228154,-3.7955317550151393,-4.703667738451771,-5.567773812478593,-6.379848188124002,-7.132352304632089,-7.818278874202586,-8.431220846449257,-8.965433587086146,-9.415888824083742,-9.778326851011801,-10.049297756104265,-10.226197810881578,-10.307296594343347,-10.291757133580608,-10.179647310210573,-9.971942980341275,-9.670522467877054,-9.27815233109215,-8.798465518617112,-8.23592969956763,-7.595809060594468,-6.884116771752766,-6.107562081228614,-5.273488922040971,-4.389806759654986,-3.4649211587461917,-2.50765023339221,-1.5271471200968425,-0.5328095556616624,0.46580764681546144,1.4590848936410588,2.4374288724587467,3.391369077914161,4.31164444660342,5.189298333808504,6.015766738384122,6.78296096077545,7.483350523988965,8.110037684094221,8.656829442754285,9.118298682389163,9.489843422502094,9.767733511255996,9.94915219304874,10.032227640538377,10.016055264742933,9.900711077660503,9.687255010938582,9.377724835588523,8.975119412154804,8.483374466473245,7.9073253788644084,7.252664190891538,6.525885577830321,5.734225295215412,4.8855910431861105,3.9884849217494587,3.051920141224491
第164节龙身x (m),-5.656653841892494,-4.769443759466571,-3.844754987793294,-2.889959271134847,-1.9126845160308603,-0.920756814360583,0.0778661661534586,1.0751543675669437,2.06307172703166,3.0336430148912368,3.9790122070404093,4.891514548013307,5.763733356200155,6.588563677534282,7.359270240760978,8.069543752675095,8.713554448783006,9.28600084573859,9.782153702255345,10.197900068899665,10.529775115589546,10.774996534883355,10.931486995184073,10.997895505899011,10.973610658911381,10.8587682174804,10.65425279804336,10.361693249897678,9.983451384312923,9.52260682505814,8.982930608189742,8.368859955511565,7.685461036627105,6.938390195081969,6.133849452523018,5.278534471590624,4.379582811120471,3.4445116015397867,2.481160747521413,1.4976253351971776,0.5021875592773475,-0.4967514585485289,-1.4907407771260364,-2.4713565450334114,-3.4302641944727505,-4.359300020633342,-5.250534766149245,-6.096343034360078,-6.889470123553729,-7.623097567992242,-8.290899454914754,-8.887100448903938,-9.40652740477564,-9.84465587144015,-10.19765149660837,-10.462405572712425,-10.636565111071,-10.718555405654715,-10.707597138476855,-10.603715803088562,-10.407744718827063,-10.121320926961731,-9.746873434591448,-9.287605707973967,-8.747470164306193,-8.131136928143524,-7.44395415912487,-6.691906034859144,-5.881560818862203,-5.0200148703851495,-4.114833116849512,-3.1739844682320086,-2.2057710510270137,-1.2187572256197858,-0.22169426994293248,0.7765579813454283,1.7671069164255535,2.7411086640782507,3.689847215999182,4.604811662888103,5.477773719423427,6.300864074425069,7.066641661981182,7.768165910461632,8.399059358808833,8.953566063440283,9.426609690051716,9.813838654005918,10.111671561375523,10.317330013409087,10.428869200455395,10.445197851017447,10.366092059341513,10.19220034540493,9.925041819382685,9.566994962451448,9.121280274683714,8.591932309304628,7.983767534264903,7.302342006181498,6.5539020803951615,5.745332107963378,4.8840898180367684,3.978141872353725,3.0358892673458926,2.066093045877671,1.0777928387953857,0.08022306746341656,-0.9172719345245717,-1.9053258773559174,-2.874638805378544,-3.8160635177689004,-4.720694494404295,-5.579951404778148,-6.385663210009259,-7.130145535536737,-7.806276669215322,-8.40756863941642,-8.928228962576712,-9.363222271878007,-9.708318405944967,-9.960138383422967,-10.116189499098546,-10.174893220003364,-10.135604101817473,-9.99861979350989,-9.76518250680656,-9.437470845763908,-9.01858201166532,-8.512506605188046,-7.9240928435880695,-7.259003633562019,-6.523663318980997,-5.725200912574724,-4.871379532452561,-3.9705265367800977,-3.0314521901168687,-2.0633647330556246,-1.0757827682950247,-0.07844166789752371,0.9188020505517775,1.9060667582632254,2.873545936225149,3.8116018939703005,4.710867383815785,5.562336936913792,6.35745952385413,7.088226117101096,7.747251940894347,8.327854262033716,8.824122202186324
